epoch,loss,val_loss
0,2.5409493446350098,2.348106861114502
1,2.26632022857666,2.284404993057251
2,2.152865171432495,2.170372486114502
3,1.9704548120498657,2.105243444442749
4,1.6641452312469482,1.534404993057251
5,1.4905654191970825,1.3188101053237915
6,1.3940926790237427,1.221604585647583
7,1.3350436687469482,1.1867111921310425
8,1.294189453125,1.1474233865737915
9,1.2628567218780518,1.119779109954834
10,1.2329598665237427,1.0875149965286255
11,1.211243748664856,1.0668569803237915
12,1.1916090250015259,1.046161413192749
13,1.1735467910766602,1.024677038192749
14,1.1582155227661133,1.00927734375
15,1.1430374383926392,1.0114182233810425
16,1.1283682584762573,0.9723933339118958
17,1.1170302629470825,0.9697265625
18,1.104248046875,0.9756985902786255
19,1.0950452089309692,0.9778770804405212
20,1.084584355354309,0.9581956267356873
21,1.0772395133972168,0.9480543732643127
22,1.066162109375,0.9670597910881042
23,1.0626696348190308,0.9338566660881042
24,1.051505446434021,0.9265324473381042
25,1.0463825464248657,0.9389272928237915
26,1.0393190383911133,0.9234524965286255
27,1.0325947999954224,0.9246544241905212
28,1.026478886604309,0.9415940642356873
29,1.019601583480835,0.9267953634262085
30,1.0148388147354126,0.9153395295143127
31,1.0093145370483398,0.9308518767356873
32,1.0027269124984741,0.9311147928237915
33,0.9988538026809692,0.9054612517356873
34,0.9946165084838867,0.9020057320594788
35,0.9871474504470825,0.9055363535881042
36,0.9834067225456238,0.8969351053237915
37,0.9805804491043091,0.9026066660881042
38,0.976144552230835,0.895582914352417
39,0.970529317855835,0.8883714079856873
40,0.9666396379470825,0.89501953125
41,0.9629485607147217,0.8820988535881042
42,0.9608754515647888,0.9316030740737915
43,0.9535015821456909,0.8772160410881042
44,0.9515608549118042,0.877366304397583
45,0.9469180107116699,0.8917142152786255
46,0.9405413866043091,0.88623046875
47,0.9400820732116699,0.8943058848381042
48,0.9372351765632629,0.8810471892356873
49,0.9360144734382629,0.8693284392356873
50,0.9304406046867371,0.8771033883094788
51,0.9263978004455566,0.8943809866905212
52,0.9234433174133301,0.8685020804405212
53,0.9211632609367371,0.8682767152786255
54,0.9205053448677063,0.901780366897583
55,0.9160445928573608,0.8698918223381042
56,0.912179708480835,0.8758639097213745
57,0.9085921049118042,0.9158653616905212
58,0.9081617593765259,0.8756009340286255
59,0.9047892689704895,0.859375
60,0.9008665084838867,0.86865234375
61,0.8968940377235413,0.8695913553237915
62,0.8958098888397217,0.860914945602417
63,0.8926029801368713,0.8542668223381042
64,0.8936209082603455,0.8583608865737915
65,0.8872649669647217,0.8655348420143127
66,0.8845380544662476,0.8497971892356873
67,0.8821959495544434,0.8724459409713745
68,0.8831435441970825,0.8966346383094788
69,0.8788938522338867,0.8497971892356873
70,0.8757241368293762,0.8714317679405212
71,0.8740482926368713,0.8633939027786255
72,0.8695750832557678,0.8678260445594788
73,0.866943359375,0.9080153107643127
74,0.8660164475440979,0.8708683848381042
75,0.8620398640632629,0.8466796875
76,0.8603764176368713,0.869065523147583
77,0.8589819073677063,0.8629056215286255
78,0.8577653169631958,0.8585862517356873
79,0.8545211553573608,0.8551307320594788
80,0.8522659540176392,0.850661039352417
81,0.8510079979896545,0.841871976852417
82,0.8469776511192322,0.8558067679405212
83,0.8479872941970825,0.8563326597213745
84,0.8445941209793091,0.8561823964118958
85,0.8433444499969482,0.8536282777786255
86,0.8424010276794434,0.8617788553237915
87,0.8380064964294434,0.8574594259262085
88,0.8354119658470154,0.8568209409713745
89,0.8351430296897888,0.8837890625
90,0.8320850729942322,0.8615910410881042
