epoch,loss,val_loss
0,0.5183676481246948,0.6769630908966064
1,0.4916224181652069,0.6994785070419312
2,0.4762730896472931,0.7168023586273193
3,0.4628758728504181,0.724980354309082
4,0.44942155480384827,0.7432152628898621
5,0.7466834187507629,0.6626536846160889
6,0.7108164429664612,0.6620184183120728
7,0.703392744064331,0.6582902073860168
8,0.6981151700019836,0.65878826379776
9,0.6985896825790405,0.6618868112564087
10,0.6939539909362793,0.6615405678749084
11,0.6954661011695862,0.6599261164665222
12,0.6977125406265259,0.6629077196121216
13,0.7034646272659302,0.6655005216598511
14,0.6987816691398621,0.6695795655250549
15,0.7036398649215698,0.6665298938751221
16,0.6932038068771362,0.6665586829185486
17,0.6909268498420715,0.6664183139801025
18,0.7438324689865112,0.7735131978988647
19,0.73345947265625,0.6805800795555115
20,0.6976298689842224,0.671035647392273
21,0.6857762336730957,0.6705015897750854
22,0.6862921118736267,0.670108437538147
23,0.6818326115608215,0.6683607697486877
24,0.6792327165603638,0.6720661520957947
25,0.7145494222640991,0.6832435727119446
26,0.6913471817970276,0.674362063407898
27,0.6804100871086121,0.6723870038986206
28,0.6748440861701965,0.6720571517944336
29,0.6711209416389465,0.6730223894119263
30,0.6691948771476746,0.6717406511306763
31,0.6647801399230957,0.6729423999786377
32,0.665134072303772,0.6770979166030884
33,0.6601651310920715,0.6704927086830139
34,0.6563690900802612,0.6725941300392151
35,0.6560895442962646,0.6743518710136414
36,0.6535792350769043,0.6730630397796631
37,0.651726484298706,0.6754565238952637
38,0.6492939591407776,0.6744415163993835
39,0.6484207510948181,0.6753445863723755
40,0.6455575227737427,0.6768741011619568
41,0.6462963223457336,0.6758079528808594
42,0.6423024535179138,0.6796075701713562
43,0.6387550830841064,0.6760236620903015
44,0.6378006339073181,0.6789238452911377
45,0.6358228921890259,0.6784623265266418
46,0.6344407796859741,0.6788232326507568
47,0.6340509057044983,0.6771341562271118
48,0.6300107836723328,0.6815210580825806
49,0.628631591796875,0.6791181564331055
50,0.6271844506263733,0.6802085041999817
51,0.6244403719902039,0.6795194745063782
52,0.6234514713287354,0.6783875226974487
53,0.623039960861206,0.6832836270332336
54,0.6202653646469116,0.6820878982543945
55,0.6186109781265259,0.6837745904922485
56,0.6165786385536194,0.6844724416732788
57,0.6153308749198914,0.6855441331863403
58,0.6138246655464172,0.6810176372528076
59,0.6108816862106323,0.6849859356880188
60,0.6108260750770569,0.6837264895439148
61,0.6079652905464172,0.6896917819976807
62,0.6055155396461487,0.6866685748100281
63,0.6044774055480957,0.6879474520683289
64,0.6031740307807922,0.6901810169219971
65,0.6014817953109741,0.6862012147903442
66,0.6007606983184814,0.6852013468742371
67,0.6428803205490112,0.7286053895950317
68,0.6407834887504578,0.6897335648536682
69,0.6106168627738953,0.6861820220947266
70,0.6015575528144836,0.6869470477104187
71,0.597835898399353,0.6894149780273438
72,0.5934251546859741,0.6898118257522583
73,0.5885679125785828,0.6964401602745056
74,0.5901228189468384,0.6923116445541382
75,0.5862815380096436,0.6947616338729858
76,0.5853271484375,0.6932907700538635
77,0.582366943359375,0.6980180144309998
78,0.5814971923828125,0.6946671009063721
79,0.5804059505462646,0.6948992013931274
80,0.5784080028533936,0.698081374168396
81,0.5774664282798767,0.6956253051757812
82,0.5752031803131104,0.6968238949775696
83,0.5731974244117737,0.6972402334213257
84,0.5696829557418823,0.7008126378059387
85,0.5689647793769836,0.7046048641204834
86,0.5863632559776306,0.7132604718208313
87,0.5774629712104797,0.7056440711021423
88,0.5690721273422241,0.6989784240722656
89,0.5655699968338013,0.7016370892524719
90,0.5680994987487793,0.6985389590263367
91,0.5643221735954285,0.7029749155044556
92,0.5652121305465698,0.7021709680557251
93,0.562950849533081,0.7076054215431213
94,0.5632752180099487,0.7036452889442444
95,0.5592262744903564,0.7067750692367554
96,0.5590992569923401,0.710856020450592
97,0.5581989884376526,0.7069212794303894
98,0.5613570809364319,0.7067031264305115
99,0.557807207107544,0.7016257643699646
100,0.5574365258216858,0.7013921141624451
101,0.5536917448043823,0.7106050252914429
102,0.5528264045715332,0.7139713168144226
103,0.5513148307800293,0.7123407125473022
104,0.5511056184768677,0.7082824110984802
105,0.5498199462890625,0.7087555527687073
106,0.5484643578529358,0.7066587805747986
107,0.5467657446861267,0.7122980952262878
108,0.548333466053009,0.7165994644165039
109,0.5467632412910461,0.7118082642555237
110,0.5437848567962646,0.7168076634407043
111,0.5548691153526306,0.7104370594024658
112,0.5451817512512207,0.7108197808265686
113,0.5429820418357849,0.7217196226119995
114,0.5398727059364319,0.7148681282997131
115,0.539758026599884,0.7165604829788208
116,0.5395503044128418,0.7184830904006958
117,0.5379205346107483,0.7228499054908752
118,0.535987138748169,0.7258843183517456
119,0.5335796475410461,0.7212363481521606
120,0.5331524014472961,0.7196465134620667
121,0.5360127091407776,0.7137134075164795
122,0.5338907837867737,0.725003719329834
123,0.5321803092956543,0.723644495010376
124,0.5286515951156616,0.7233567833900452
125,0.5274662971496582,0.7215763330459595
126,0.5288656949996948,0.722560703754425
127,0.5294445157051086,0.7209586501121521
128,0.5318455696105957,1.043705940246582
129,0.5457054972648621,0.7337420582771301
130,0.5531281232833862,0.7448680996894836
131,0.5687059164047241,0.7359811067581177
132,0.5575448274612427,0.7317206859588623
133,0.5476241707801819,0.7292872667312622
134,0.5415068864822388,0.7294135093688965
