epoch,loss,val_loss
0,2.7696635723114014,2.649188756942749
1,2.5909030437469482,2.470703125
2,2.5167505741119385,2.395582914352417
3,2.4660520553588867,2.350059986114502
4,2.431657075881958,2.295222282409668
5,2.39613676071167,2.269230842590332
6,2.365548849105835,2.217247486114502
7,2.324533224105835,2.149489164352417
8,2.265625,2.035081148147583
9,2.1366360187530518,1.8392428159713745
10,1.9820328950881958,1.6928335428237915
11,1.8733199834823608,1.4311898946762085
12,1.80419921875,1.384990930557251
13,1.753285527229309,1.346829891204834
14,1.716805100440979,1.2747896909713745
15,1.6849509477615356,1.2677658796310425
16,1.6671411991119385,1.232684850692749
17,1.6430166959762573,1.171875
18,1.6299325227737427,1.200908899307251
19,1.6135625839233398,1.137432336807251
20,1.6041942834854126,1.1059194803237915
21,1.586243748664856,1.0916091203689575
22,1.5726711750030518,1.103928804397583
23,1.5675731897354126,1.0840219259262085
24,1.5563509464263916,1.0623122453689575
25,1.5487619638442993,1.0475510358810425
26,1.5365962982177734,1.0363205671310425
27,1.5308444499969482,1.050518274307251
28,1.5272196531295776,1.018479585647583
29,1.519887089729309,1.0217849016189575
30,1.5046594142913818,1.0300856828689575
31,1.50341796875,1.0123196840286255
32,1.5002979040145874,1.0173903703689575
33,1.4914261102676392,1.011643648147583
34,1.484366774559021,0.9990234375
35,1.4724493026733398,0.9915489554405212
36,1.4683362245559692,0.9788912534713745
37,1.4735417366027832,0.9729191660881042
38,1.46630859375,1.001615047454834
39,1.4595388174057007,0.9646183848381042
40,1.4597623348236084,0.9782151579856873
41,1.452330470085144,0.9633413553237915
42,1.4488463401794434,0.9611628651618958
43,1.4479608535766602,0.9537635445594788
44,1.4436572790145874,0.963454008102417
45,1.437082052230835,0.935960054397583
46,1.4377896785736084,0.9412935972213745
47,1.4327164888381958,0.950758695602417
48,1.4304488897323608,0.9304011464118958
49,1.4276516437530518,0.9307016134262085
50,1.4154196977615356,0.9292367696762085
51,1.4188625812530518,0.93359375
52,1.4163548946380615,0.9260066151618958
53,1.4112321138381958,0.9319035410881042
54,1.407541036605835,0.915602445602417
55,1.4092789888381958,0.937424898147583
56,1.3978830575942993,0.9233773946762085
57,1.4018057584762573,0.9119591116905212
58,1.3941009044647217,0.9083157777786255
59,1.3881422281265259,0.9085035920143127
60,1.3903518915176392,0.9016676545143127
61,1.3936705589294434,0.9020057320594788
62,1.3819559812545776,0.905836820602417
63,1.3822083473205566,0.9136868715286255
64,1.374937891960144,0.9054988026618958
65,1.3742634057998657,0.8948692679405212
66,1.3808552026748657,0.9064378142356873
67,1.3699268102645874,0.9061373472213745
68,1.3651350736618042,0.9110201597213745
69,1.3645061254501343,0.892503023147583
70,1.3651350736618042,0.8869441151618958
71,1.357107400894165,0.8825120329856873
72,1.360525369644165,0.8896484375
73,1.3586963415145874,0.8826622366905212
74,1.357595682144165,0.8974984884262085
75,1.357980489730835,0.8935171365737915
76,1.3525804281234741,0.876051664352417
77,1.3443665504455566,0.87451171875
78,1.346183180809021,0.8824744820594788
79,1.34434175491333,0.8742112517356873
80,1.3425168991088867,0.8771033883094788
81,1.3422189950942993,0.8588491678237915
82,1.3308932781219482,0.8709810972213745
83,1.3342946767807007,0.8713942170143127
84,1.3275829553604126,0.8597130179405212
85,1.325021505355835,0.8721829652786255
86,1.3248684406280518,0.8678635954856873
87,1.3275787830352783,0.8695913553237915
88,1.3276077508926392,0.8614407777786255
89,1.3201014995574951,0.8622671365737915
90,1.3216532468795776,0.8630183339118958
91,1.3187731504440308,0.861891508102417
